id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction,Arrival Delay in Minutes_width_bin,Departure Delay in Minutes_width_bin,Arrival Delay in Minutes_depth_bin,Departure Delay in Minutes_depth_bin,flight_distance_minmax,flight_distance_zscore,age_category
79429,Male,Loyal Customer,39,Personal Travel,Eco,502,3,1,3,4,4,3,4,4,3,1,4,1,3,4,1,46.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(19.0, 1011.0]","(-0.001, 2.0]",0.09549878345498783,-0.6862740519637668,Early Middle Age
98792,Male,disloyal Customer,23,Business travel,Eco,230,4,3,4,1,4,4,4,4,4,4,1,3,1,4,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.04034874290348743,-0.9593633186842905,Early Adulthood
35301,Female,Loyal Customer,33,Business travel,Eco,1076,2,1,1,1,2,2,2,2,2,4,3,4,3,2,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.2118815896188159,-0.10997537881089693,Early Adulthood
19912,Male,disloyal Customer,39,Business travel,Eco,240,2,3,2,3,2,3,3,4,1,4,4,3,4,3,148,128.0,neutral or dissatisfied,"(101.1, 202.2]","(101.7, 203.4]","(19.0, 1011.0]","(19.0, 1017.0]",0.04237631792376318,-0.949323272113683,Early Middle Age
34734,Male,Loyal Customer,65,Business travel,Business,2849,3,5,4,5,3,3,2,3,3,3,3,2,3,4,0,4.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(3.0, 19.0]","(-0.001, 2.0]",0.5713706407137064,1.6701248781578109,Late Adulthood
2847,Female,Loyal Customer,24,Business travel,Business,3663,2,4,4,4,2,2,2,2,2,3,4,1,3,2,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.7364152473641524,2.4873846690052606,Early Adulthood
74180,Female,Loyal Customer,52,Personal Travel,Eco,592,3,5,3,2,1,2,1,2,2,3,2,4,2,2,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.11374695863746959,-0.5959136328282993,Late Middle Age
78038,Male,Loyal Customer,30,Personal Travel,Eco,214,2,0,2,3,2,2,2,2,5,3,5,3,5,2,21,25.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(19.0, 1011.0]","(19.0, 1017.0]",0.03710462287104623,-0.9754273931972625,Early Adulthood
82698,Male,Loyal Customer,33,Business travel,Business,632,1,3,2,3,1,1,1,1,1,1,3,1,2,1,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.12185725871857259,-0.5557534465458694,Early Adulthood
5105,Male,Loyal Customer,59,Personal Travel,Eco,235,3,4,3,3,5,3,5,5,3,1,5,4,5,5,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.0413625304136253,-0.9543432953989868,Late Middle Age
50118,Female,Loyal Customer,51,Business travel,Business,2591,1,1,1,1,1,1,2,2,2,2,1,1,2,2,103,101.0,neutral or dissatisfied,"(-0.001, 101.1]","(101.7, 203.4]","(19.0, 1011.0]","(19.0, 1017.0]",0.519059205190592,1.4110916766361377,Late Middle Age
103351,Male,Loyal Customer,23,Personal Travel,Business,342,3,4,4,4,1,4,1,1,5,3,5,5,4,1,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.06305758313057583,-0.8469147970934866,Early Adulthood
26633,Male,Loyal Customer,57,Business travel,Business,2747,3,2,2,2,3,3,2,3,3,3,3,3,3,2,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.5506893755068938,1.5677164031376143,Late Middle Age
85860,Female,Loyal Customer,22,Personal Travel,Eco Plus,526,2,4,2,4,3,2,3,3,3,5,5,4,5,3,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.10036496350364964,-0.6621779401943088,Early Adulthood
17239,Male,disloyal Customer,36,Business travel,Business,1092,2,2,2,1,1,2,1,1,5,4,5,3,4,1,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.2151257096512571,-0.09391130429792495,Early Middle Age
83331,Male,Loyal Customer,34,Business travel,Business,2105,2,4,4,4,2,1,2,2,2,2,2,2,2,3,4,10.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(3.0, 19.0]","(2.0, 19.0]",0.4205190592051906,0.9231454133046136,Early Adulthood
40948,Male,Loyal Customer,68,Personal Travel,Eco Plus,588,2,5,3,2,2,3,2,2,4,4,5,4,4,2,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.11293592862935929,-0.5999296514565424,Late Adulthood
4465,Male,Loyal Customer,57,Business travel,Eco,605,1,3,3,3,1,1,1,1,4,5,4,3,3,1,21,18.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(3.0, 19.0]","(19.0, 1017.0]",0.11638280616382807,-0.5828615722865097,Late Middle Age
11504,Male,Loyal Customer,68,Personal Travel,Eco Plus,309,3,5,2,4,3,2,5,3,4,1,3,1,5,3,88,90.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(19.0, 1011.0]","(19.0, 1017.0]",0.056366585563665854,-0.8800469507764913,Late Adulthood
80943,Male,Loyal Customer,63,Personal Travel,Eco,352,2,5,2,2,4,2,4,4,3,5,5,3,4,4,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.06508515815085159,-0.8368747505228791,Late Middle Age
26073,Female,disloyal Customer,26,Business travel,Eco,591,4,3,4,1,4,4,4,4,2,1,5,5,2,4,3,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(2.0, 19.0]",0.11354420113544202,-0.5969176374853601,Early Adulthood
91049,Female,Loyal Customer,28,Personal Travel,Eco,545,3,2,4,3,1,4,3,1,2,3,3,3,4,1,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.10421735604217357,-0.6431018517101545,Early Adulthood
123902,Male,Loyal Customer,62,Personal Travel,Eco,541,1,5,1,1,3,1,3,3,4,4,4,5,5,3,7,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(2.0, 19.0]",0.10340632603406326,-0.6471178703383975,Late Middle Age
129548,Male,Loyal Customer,78,Business travel,Eco,842,2,4,4,4,2,2,2,2,3,2,4,3,4,2,66,52.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(19.0, 1011.0]","(19.0, 1017.0]",0.16443633414436334,-0.34491246856311214,Late Adulthood
94856,Male,disloyal Customer,24,Business travel,Business,233,2,2,2,3,2,2,2,2,1,5,4,3,3,2,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.040957015409570155,-0.9563513047131083,Early Adulthood
75246,Female,Loyal Customer,69,Personal Travel,Eco,1723,4,5,4,2,5,5,5,3,3,4,3,3,3,5,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.34306569343065696,0.5396156343074076,Late Adulthood
14360,Female,Loyal Customer,8,Personal Travel,Eco Plus,175,2,5,2,4,2,2,2,2,4,2,4,3,4,2,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.029197080291970802,-1.0145835748226317,Young
105741,Male,Loyal Customer,55,Business travel,Eco,663,1,0,0,4,3,1,4,3,2,1,3,3,3,3,62,71.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(19.0, 1011.0]","(19.0, 1017.0]",0.1281427412814274,-0.5246293021769862,Late Middle Age
43102,Male,Loyal Customer,28,Personal Travel,Eco,192,1,4,1,4,1,5,5,5,3,4,5,5,4,5,152,149.0,neutral or dissatisfied,"(101.1, 202.2]","(101.7, 203.4]","(19.0, 1011.0]","(19.0, 1017.0]",0.03264395782643958,-0.9975154956525989,Early Adulthood
65975,Female,disloyal Customer,21,Business travel,Eco,1372,3,3,3,3,5,3,5,5,3,1,3,1,4,5,10,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(2.0, 19.0]",0.2718978102189781,0.18720999967908472,Young
120332,Male,Loyal Customer,17,Business travel,Eco Plus,268,3,2,2,2,3,3,1,3,3,4,4,4,4,3,0,65.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(19.0, 1011.0]","(-0.001, 2.0]",0.04805352798053528,-0.921211141715982,Young
27595,Female,Loyal Customer,31,Personal Travel,Eco,679,1,5,1,4,3,1,3,3,5,5,4,5,4,3,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.13138686131386862,-0.5085652276640142,Early Adulthood
32657,Male,Loyal Customer,57,Business travel,Business,1940,3,4,4,4,3,4,4,2,2,2,3,4,2,3,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.3870640713706407,0.7574846448895901,Late Middle Age
6211,Female,disloyal Customer,62,Business travel,Business,462,1,1,1,2,1,1,1,1,3,5,5,3,4,1,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.08738848337388483,-0.7264342382461967,Late Middle Age
11130,Female,Loyal Customer,34,Personal Travel,Eco,316,4,4,4,2,1,4,1,1,4,4,4,4,5,1,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.05778588807785888,-0.8730189181770661,Early Adulthood
51168,Male,Loyal Customer,18,Personal Travel,Eco,109,4,4,0,2,3,0,3,3,4,1,1,3,2,3,34,24.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(19.0, 1011.0]","(19.0, 1017.0]",0.015815085158150853,-1.0808478821886411,Young
69021,Female,disloyal Customer,22,Business travel,Eco,1389,2,2,2,2,1,2,1,1,4,3,5,4,4,1,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.2753446877534469,0.20427807884911744,Early Adulthood
87274,Male,disloyal Customer,26,Business travel,Eco,577,4,4,3,4,3,3,3,3,4,4,3,4,4,3,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.11070559610705596,-0.6109737026842106,Early Adulthood
104777,Male,Loyal Customer,9,Personal Travel,Business,587,3,4,4,1,3,4,3,3,5,2,4,3,4,3,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.11273317112733171,-0.6009336561136032,Young
1288,Female,Loyal Customer,7,Personal Travel,Eco,309,1,3,5,3,4,5,4,4,1,5,4,1,2,4,29,21.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(19.0, 1011.0]","(19.0, 1017.0]",0.056366585563665854,-0.8800469507764913,Young
58206,Male,disloyal Customer,24,Business travel,Eco,925,1,1,1,1,1,1,1,1,4,5,5,5,5,1,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.18126520681265207,-0.26158008202707,Early Adulthood
22580,Male,disloyal Customer,29,Business travel,Eco,300,4,4,4,2,3,4,3,3,4,3,2,5,3,3,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.05454176804541768,-0.8890829926900381,Early Adulthood
128513,Male,Loyal Customer,45,Personal Travel,Eco,370,1,4,1,4,3,1,3,3,2,1,4,1,3,3,13,12.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(3.0, 19.0]","(2.0, 19.0]",0.06873479318734793,-0.8188026666957856,Late Middle Age
22824,Male,Loyal Customer,40,Business travel,Business,3983,4,1,1,1,2,3,3,3,3,3,4,1,3,2,39,24.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(19.0, 1011.0]","(19.0, 1017.0]",0.8012976480129764,2.8086661592646998,Early Middle Age
96523,Female,Loyal Customer,44,Personal Travel,Eco,302,2,5,2,2,3,4,4,1,1,2,1,4,1,4,15,2.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(2.0, 19.0]",0.05494728304947283,-0.8870749833759165,Early Middle Age
70798,Male,Loyal Customer,60,Personal Travel,Eco,328,1,3,4,5,4,4,5,4,2,4,1,3,5,4,0,5.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(3.0, 19.0]","(-0.001, 2.0]",0.060218978102189784,-0.8609708622923371,Late Middle Age
111584,Male,Loyal Customer,12,Personal Travel,Eco,794,1,4,1,4,1,1,1,1,4,4,5,3,5,1,7,4.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(3.0, 19.0]","(2.0, 19.0]",0.15470397404703973,-0.3931046921020281,Young
117148,Male,Loyal Customer,24,Personal Travel,Eco,370,1,2,1,3,5,1,5,5,3,3,3,4,4,5,40,37.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(19.0, 1011.0]","(19.0, 1017.0]",0.06873479318734793,-0.8188026666957856,Early Adulthood
90233,Male,Loyal Customer,34,Personal Travel,Eco Plus,1127,2,5,2,1,5,2,5,5,3,5,4,3,4,5,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.2222222222222222,-0.058771141300798746,Early Adulthood
40501,Male,Loyal Customer,58,Personal Travel,Eco,222,2,3,2,4,5,2,4,5,1,2,3,2,4,5,16,10.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(3.0, 19.0]","(2.0, 19.0]",0.03872668288726683,-0.9673953559407764,Late Middle Age
14698,Male,Loyal Customer,78,Business travel,Eco,317,3,4,5,5,3,3,3,3,1,3,3,4,4,3,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.05798864557988646,-0.8720149135200053,Late Adulthood
95039,Male,Loyal Customer,26,Personal Travel,Eco,189,1,5,1,2,3,1,3,3,5,2,5,4,5,3,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.03203568532035685,-1.0005275096237811,Early Adulthood
70823,Female,Loyal Customer,61,Business travel,Eco Plus,624,3,3,3,3,1,2,3,3,3,3,3,3,3,3,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.12023519870235198,-0.5637854838023554,Late Middle Age
13454,Female,Loyal Customer,63,Personal Travel,Eco,475,4,3,4,3,5,3,4,2,2,4,4,1,2,2,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.09002433090024331,-0.713382177704407,Late Middle Age
115648,Male,Loyal Customer,41,Business travel,Business,2531,3,2,4,4,3,4,4,3,3,3,3,1,3,4,29,33.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(19.0, 1011.0]","(19.0, 1017.0]",0.5068937550689375,1.3508513972124927,Early Middle Age
126314,Female,Loyal Customer,29,Personal Travel,Eco,590,4,4,4,4,4,4,4,4,4,3,4,3,3,4,33,16.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(3.0, 19.0]","(19.0, 1017.0]",0.11334144363341443,-0.5979216421424208,Early Adulthood
89344,Male,disloyal Customer,43,Business travel,Business,1587,2,2,2,4,5,2,5,5,4,2,5,5,4,5,1,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.31549067315490675,0.4030710009471457,Early Middle Age
18671,Female,Loyal Customer,48,Personal Travel,Eco,262,2,3,2,3,4,4,3,3,3,2,3,3,3,2,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.04683698296836983,-0.9272351696583465,Late Middle Age
120270,Male,Loyal Customer,51,Business travel,Eco,1576,3,4,4,4,3,3,3,3,4,2,4,1,3,3,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.3132603406326034,0.3920269497194775,Late Middle Age
8431,Female,Loyal Customer,47,Personal Travel,Eco,862,1,5,1,5,3,5,5,2,2,1,2,4,2,3,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.16849148418491483,-0.3248323754218972,Late Middle Age
66,Male,Loyal Customer,36,Business travel,Business,173,1,5,5,5,4,3,3,3,3,3,1,2,3,3,12,8.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(3.0, 19.0]","(2.0, 19.0]",0.02879156528791565,-1.0165915841367532,Early Middle Age
13266,Female,Loyal Customer,15,Personal Travel,Eco,657,4,4,5,3,2,5,2,2,2,4,3,1,4,2,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.12692619626926196,-0.5306533301193507,Young
39294,Female,Loyal Customer,43,Personal Travel,Eco,67,1,4,1,3,3,5,4,4,4,1,4,5,4,3,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.0072992700729927005,-1.1230160777851925,Early Middle Age
55036,Female,Loyal Customer,58,Business travel,Eco,1303,3,1,1,1,3,3,3,3,4,3,3,3,2,3,161,158.0,neutral or dissatisfied,"(101.1, 202.2]","(101.7, 203.4]","(19.0, 1011.0]","(19.0, 1017.0]",0.25790754257907544,0.11793367834189306,Late Middle Age
94097,Male,Loyal Customer,9,Personal Travel,Business,248,2,4,0,4,5,0,5,5,5,2,4,4,5,5,25,27.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(19.0, 1011.0]","(19.0, 1017.0]",0.04399837793998378,-0.941291234857197,Young
15307,Female,disloyal Customer,29,Business travel,Business,589,4,4,4,3,4,4,4,4,4,5,3,1,4,4,6,2.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(2.0, 19.0]",0.11313868613138686,-0.5989256467994816,Early Adulthood
47489,Male,Loyal Customer,40,Personal Travel,Eco,541,4,4,4,5,2,4,1,2,4,3,5,5,5,2,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.10340632603406326,-0.6471178703383975,Early Middle Age
17584,Female,Loyal Customer,29,Personal Travel,Eco,1034,3,5,3,1,2,3,2,2,4,3,4,3,5,2,23,7.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(3.0, 19.0]","(19.0, 1017.0]",0.20336577453365776,-0.15214357440744838,Early Adulthood
64169,Female,Loyal Customer,58,Personal Travel,Eco,989,3,5,3,4,2,5,5,5,5,3,5,3,5,3,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.19424168694241686,-0.19732378397518208,Late Middle Age
14822,Female,Loyal Customer,28,Personal Travel,Eco,563,4,4,4,3,3,4,3,3,5,2,5,3,4,3,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.10786699107866991,-0.6250297678830611,Early Adulthood
83700,Male,Loyal Customer,58,Personal Travel,Eco,577,2,4,2,5,1,2,1,1,4,2,4,5,4,1,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.11070559610705596,-0.6109737026842106,Late Middle Age
124087,Male,Loyal Customer,68,Personal Travel,Business,529,2,5,2,4,3,1,1,3,3,2,3,3,3,3,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.10097323600973236,-0.6591659262231265,Late Adulthood
88637,Male,Loyal Customer,68,Personal Travel,Eco,250,3,3,3,4,3,3,5,3,2,4,4,3,3,3,2,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.04440389294403893,-0.9392832255430755,Late Adulthood
33035,Male,Loyal Customer,51,Personal Travel,Eco,102,4,5,4,5,4,4,3,4,4,4,5,5,4,4,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.014395782643957826,-1.0878759147880663,Late Middle Age
101828,Female,Loyal Customer,45,Personal Travel,Eco,1521,1,4,1,2,5,4,5,2,2,1,2,4,2,3,69,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(19.0, 1017.0]",0.30210867802108676,0.3368066935811363,Late Middle Age
7560,Male,Loyal Customer,66,Personal Travel,Eco,606,4,5,4,4,3,4,3,3,3,5,4,3,5,3,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.11658556366585564,-0.5818575676294488,Late Adulthood
75151,Male,Loyal Customer,45,Business travel,Eco,1726,1,5,5,5,2,1,2,2,3,3,4,2,4,2,102,90.0,neutral or dissatisfied,"(-0.001, 101.1]","(101.7, 203.4]","(19.0, 1011.0]","(19.0, 1017.0]",0.34367396593673966,0.5426276482785898,Late Middle Age
90187,Female,Loyal Customer,28,Personal Travel,Eco,983,2,4,2,3,5,2,1,5,5,4,4,4,4,5,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.19302514193025141,-0.20334781191754658,Early Adulthood
2512,Female,Loyal Customer,12,Personal Travel,Business,280,3,5,3,3,2,3,2,2,5,5,5,4,5,2,42,45.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(19.0, 1011.0]","(19.0, 1017.0]",0.05048661800486618,-0.909163085831253,Young
52646,Male,Loyal Customer,14,Personal Travel,Eco,119,1,2,1,3,3,1,3,3,3,2,3,2,3,3,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.017842660178426603,-1.0708078356180335,Young
80078,Male,Loyal Customer,39,Business travel,Eco Plus,1010,2,1,1,1,2,2,2,2,3,2,3,3,3,2,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.19849959448499593,-0.17623968617690636,Early Middle Age
126224,Female,disloyal Customer,55,Business travel,Eco,468,4,0,4,2,1,4,1,1,5,1,5,4,1,1,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.08860502838605028,-0.7204102103038322,Late Middle Age
52353,Male,Loyal Customer,15,Personal Travel,Eco,455,1,4,1,4,1,1,1,1,5,3,4,3,5,1,0,6.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(3.0, 19.0]","(-0.001, 2.0]",0.08596918085969181,-0.733462270845622,Young
21707,Female,Loyal Customer,68,Personal Travel,Eco,746,3,5,3,2,5,5,5,2,2,3,2,4,2,3,27,37.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(19.0, 1011.0]","(19.0, 1017.0]",0.14497161394971614,-0.44129691564094403,Late Adulthood
33167,Male,Loyal Customer,31,Personal Travel,Eco,163,3,4,3,3,3,3,3,3,3,4,4,3,5,3,0,1.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.0267639902676399,-1.0266316307073606,Early Adulthood
122560,Male,Loyal Customer,64,Personal Travel,Eco,500,2,5,2,2,4,2,4,4,5,2,4,4,5,4,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.09509326845093269,-0.6882820612778883,Late Middle Age
109683,Male,Loyal Customer,28,Personal Travel,Eco,802,2,2,2,1,2,2,2,2,1,3,1,3,1,2,35,21.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(19.0, 1011.0]","(19.0, 1017.0]",0.15632603406326034,-0.3850726548455421,Early Adulthood
128981,Male,Loyal Customer,29,Personal Travel,Eco,414,4,5,4,1,2,4,2,2,4,2,5,4,3,2,0,19.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(3.0, 19.0]","(-0.001, 2.0]",0.07765612327656124,-0.7746264617851126,Early Adulthood
113998,Female,disloyal Customer,37,Business travel,Eco,228,1,3,1,4,2,1,2,2,2,3,4,2,3,2,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.039943227899432276,-0.961371327998412,Early Middle Age
43388,Female,Loyal Customer,49,Personal Travel,Eco,463,4,5,4,3,4,4,4,1,1,4,1,5,1,4,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.08759124087591241,-0.7254302335891359,Late Middle Age
61264,Male,Loyal Customer,28,Personal Travel,Eco,948,1,5,1,3,1,1,1,1,2,5,5,4,4,1,27,17.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(3.0, 19.0]","(19.0, 1017.0]",0.1859286293592863,-0.2384879749146728,Early Adulthood
95005,Female,Loyal Customer,64,Personal Travel,Eco,562,2,5,2,1,4,4,4,1,1,2,1,3,1,4,1,3.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.10766423357664233,-0.6260337725401218,Late Middle Age
