id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction,Arrival Delay in Minutes_width_bin,Departure Delay in Minutes_width_bin,Arrival Delay in Minutes_depth_bin,Departure Delay in Minutes_depth_bin
10379,Male,disloyal Customer,36,Business travel,Business,247,4,4,4,1,5,4,5,5,4,3,4,3,5,5,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]"
72352,Male,Loyal Customer,38,Personal Travel,Business,1121,1,5,1,2,5,5,4,2,2,1,2,3,2,4,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]"
11578,Male,Loyal Customer,25,Business travel,Business,771,1,2,2,2,1,1,1,1,2,3,3,4,3,1,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]"
103146,Female,Loyal Customer,24,Personal Travel,Eco Plus,460,2,5,2,1,2,2,2,2,5,4,4,3,5,2,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]"
27956,Female,disloyal Customer,36,Business travel,Eco,1770,1,1,1,3,3,1,3,3,2,3,1,1,2,3,0,12.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(3.0, 19.0]","(-0.001, 2.0]"
35474,Female,Loyal Customer,21,Personal Travel,Eco,1041,4,4,4,5,2,4,2,2,5,2,4,4,5,2,9,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(2.0, 19.0]"
115714,Female,Loyal Customer,36,Business travel,Business,3127,3,2,2,2,5,3,4,3,3,3,3,3,3,2,69,62.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(19.0, 1011.0]","(19.0, 1017.0]"
85958,Male,disloyal Customer,27,Business travel,Business,528,3,3,3,1,4,3,4,4,5,5,5,4,5,4,46,20.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(19.0, 1011.0]","(19.0, 1017.0]"
50013,Male,disloyal Customer,50,Business travel,Eco,158,3,1,3,3,2,3,2,2,3,3,3,2,3,2,83,98.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(19.0, 1011.0]","(19.0, 1017.0]"
128823,Female,disloyal Customer,26,Business travel,Eco,2586,3,3,3,4,3,4,2,4,5,4,4,2,2,2,0,14.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(3.0, 19.0]","(-0.001, 2.0]"
13037,Female,Loyal Customer,60,Personal Travel,Eco,438,3,4,3,3,5,4,4,4,4,3,4,3,4,5,1,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]"
101182,Male,Loyal Customer,69,Personal Travel,Eco,1090,3,2,3,4,4,3,2,4,1,1,4,3,4,4,13,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(2.0, 19.0]"
51143,Male,Loyal Customer,37,Personal Travel,Eco,86,4,4,4,3,3,4,3,3,4,5,5,4,5,3,9,2.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(2.0, 19.0]"
62771,Female,disloyal Customer,39,Business travel,Business,2556,4,4,4,3,3,4,3,3,2,2,3,1,3,3,1,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]"
109158,Male,disloyal Customer,37,Business travel,Business,391,3,3,3,2,3,3,3,3,4,3,4,3,4,3,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]"
79114,Male,Loyal Customer,51,Personal Travel,Eco,356,3,2,3,3,2,3,2,2,4,4,2,2,3,2,3,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(2.0, 19.0]"
4627,Male,Loyal Customer,48,Business travel,Business,3417,2,5,4,5,2,3,4,2,2,2,2,2,2,4,1,8.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(3.0, 19.0]","(-0.001, 2.0]"
91426,Male,Loyal Customer,11,Personal Travel,Eco,549,4,3,4,3,1,4,1,1,1,2,4,1,4,1,3,3.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(2.0, 19.0]"
85522,Male,Loyal Customer,54,Personal Travel,Eco Plus,152,2,5,2,2,5,2,5,5,4,2,5,4,4,5,21,15.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(3.0, 19.0]","(19.0, 1017.0]"
69394,Female,disloyal Customer,43,Business travel,Eco,1035,2,2,2,3,4,2,4,4,3,2,2,3,3,4,0,25.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(19.0, 1011.0]","(-0.001, 2.0]"
68332,Male,Loyal Customer,67,Personal Travel,Eco,2165,3,4,4,3,1,4,1,1,4,1,3,1,3,1,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]"
14474,Male,disloyal Customer,32,Business travel,Eco Plus,674,2,2,2,1,4,2,4,4,3,5,3,2,5,4,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]"
27523,Male,Loyal Customer,23,Personal Travel,Eco,987,1,5,1,5,2,1,2,2,3,5,4,4,4,2,2,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]"
122272,Female,Loyal Customer,69,Personal Travel,Eco,544,3,2,3,3,3,4,4,2,2,3,3,3,2,1,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]"
89951,Female,Loyal Customer,18,Personal Travel,Eco,1416,3,4,3,3,3,3,1,3,4,5,1,2,1,3,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]"
17437,Female,Loyal Customer,44,Personal Travel,Eco,351,1,4,1,2,3,4,5,5,5,1,5,4,5,5,91,82.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(19.0, 1011.0]","(19.0, 1017.0]"
88887,Male,Loyal Customer,16,Business travel,Eco,859,1,5,5,5,1,1,2,1,1,1,3,2,3,1,5,11.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(3.0, 19.0]","(2.0, 19.0]"
111926,Male,Loyal Customer,70,Personal Travel,Eco,472,2,5,2,1,2,2,3,2,4,4,4,3,5,2,3,10.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(3.0, 19.0]","(2.0, 19.0]"
11988,Male,Loyal Customer,17,Personal Travel,Eco,643,2,5,2,3,3,2,3,3,3,3,4,3,5,3,111,101.0,neutral or dissatisfied,"(-0.001, 101.1]","(101.7, 203.4]","(19.0, 1011.0]","(19.0, 1017.0]"
117199,Male,Loyal Customer,16,Personal Travel,Eco,370,1,5,1,4,5,1,5,5,4,3,4,5,4,5,10,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(2.0, 19.0]"
43429,Female,Loyal Customer,57,Business travel,Eco,748,3,4,4,4,4,4,3,3,3,3,3,4,3,2,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]"
61505,Male,Loyal Customer,54,Business travel,Eco,2419,2,4,4,4,2,2,2,2,1,2,3,3,4,2,4,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(2.0, 19.0]"
58767,Female,Loyal Customer,36,Business travel,Business,1005,1,4,4,4,4,4,4,1,1,1,1,2,1,4,3,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(2.0, 19.0]"
103438,Female,Loyal Customer,31,Personal Travel,Eco Plus,237,4,5,4,1,5,4,5,5,4,2,5,3,5,5,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]"
17823,Male,disloyal Customer,20,Personal Travel,Eco,1075,3,5,3,3,1,3,1,1,3,4,4,4,5,1,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]"
1154,Male,Loyal Customer,52,Personal Travel,Eco,354,3,4,3,1,2,3,1,2,4,3,4,5,4,2,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]"
81294,Female,Loyal Customer,33,Personal Travel,Eco,1020,4,4,4,3,1,4,4,1,5,4,1,3,3,1,56,43.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(19.0, 1011.0]","(19.0, 1017.0]"
6592,Female,Loyal Customer,36,Personal Travel,Eco,607,3,5,3,1,5,3,5,5,4,2,5,3,5,5,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]"
96874,Female,disloyal Customer,18,Personal Travel,Eco,1041,1,2,1,3,3,1,3,3,2,1,4,2,4,3,18,4.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(3.0, 19.0]","(2.0, 19.0]"
81822,Male,disloyal Customer,27,Business travel,Eco,906,1,1,1,4,5,1,5,5,2,2,3,3,4,5,0,19.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(3.0, 19.0]","(-0.001, 2.0]"
7946,Male,disloyal Customer,33,Business travel,Business,594,2,2,2,5,4,2,3,4,4,4,4,5,4,4,72,58.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(19.0, 1011.0]","(19.0, 1017.0]"
15437,Male,disloyal Customer,27,Business travel,Eco,164,1,3,1,3,4,1,4,4,3,3,3,2,4,4,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]"
48518,Female,Loyal Customer,14,Business travel,Business,2835,2,4,4,4,2,2,2,2,3,5,3,1,3,2,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]"
108034,Male,Loyal Customer,61,Business travel,Business,306,2,5,5,5,5,3,3,2,2,2,2,2,2,2,7,8.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(3.0, 19.0]","(2.0, 19.0]"
117748,Female,Loyal Customer,16,Personal Travel,Eco,935,3,5,3,1,2,3,2,2,3,3,4,4,4,2,24,11.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(3.0, 19.0]","(19.0, 1017.0]"
14431,Female,Loyal Customer,29,Personal Travel,Business,674,2,4,2,2,5,2,5,5,5,4,4,3,4,5,21,19.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(3.0, 19.0]","(19.0, 1017.0]"
46800,Male,Loyal Customer,34,Personal Travel,Business,916,1,4,1,3,4,5,4,3,3,1,3,4,3,5,22,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(19.0, 1017.0]"
63565,Male,disloyal Customer,50,Business travel,Business,1737,1,1,1,4,5,1,5,5,5,2,4,4,4,5,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]"
118092,Male,disloyal Customer,22,Business travel,Eco,1276,1,1,1,3,4,1,4,4,3,2,4,5,5,4,18,14.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(3.0, 19.0]","(2.0, 19.0]"
73803,Male,Loyal Customer,66,Business travel,Eco Plus,204,4,2,2,2,3,4,3,3,2,2,3,1,3,3,2,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]"
126658,Female,Loyal Customer,15,Personal Travel,Eco,602,2,5,2,4,4,2,4,4,4,5,5,4,5,4,4,15.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(3.0, 19.0]","(2.0, 19.0]"
26692,Male,Loyal Customer,21,Personal Travel,Eco,404,2,5,2,3,4,2,4,4,5,2,5,3,5,4,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]"
37590,Male,disloyal Customer,37,Business travel,Eco,718,3,3,3,3,1,3,1,1,4,5,3,1,4,1,11,8.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(3.0, 19.0]","(2.0, 19.0]"
94928,Female,disloyal Customer,36,Business travel,Eco,248,3,0,3,2,1,3,5,1,5,3,5,2,4,1,6,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(2.0, 19.0]"
6617,Female,Loyal Customer,64,Personal Travel,Eco Plus,473,3,3,1,3,3,1,3,3,3,1,3,4,3,5,7,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(2.0, 19.0]"
28459,Female,Loyal Customer,15,Personal Travel,Eco,2588,3,5,3,1,3,5,4,5,4,4,5,4,3,4,0,31.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(19.0, 1011.0]","(-0.001, 2.0]"
24842,Female,Loyal Customer,42,Personal Travel,Eco,991,3,4,3,1,3,2,2,3,2,5,5,2,4,2,160,146.0,neutral or dissatisfied,"(101.1, 202.2]","(101.7, 203.4]","(19.0, 1011.0]","(19.0, 1017.0]"
113450,Female,Loyal Customer,24,Business travel,Business,3644,3,5,5,5,3,2,3,3,2,4,3,1,4,3,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]"
72390,Female,disloyal Customer,32,Business travel,Business,985,4,4,4,3,2,4,2,2,5,5,4,4,5,2,5,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(2.0, 19.0]"
120057,Female,Loyal Customer,20,Personal Travel,Eco,237,1,5,0,2,1,0,4,1,5,2,4,4,5,1,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]"
6182,Female,Loyal Customer,49,Personal Travel,Eco,409,3,5,3,1,2,4,5,1,1,3,3,5,1,5,0,15.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(3.0, 19.0]","(-0.001, 2.0]"
114047,Female,Loyal Customer,14,Personal Travel,Eco,511,2,5,2,5,5,2,5,5,4,4,4,4,4,5,29,8.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(3.0, 19.0]","(19.0, 1017.0]"
88697,Female,Loyal Customer,15,Personal Travel,Eco,406,3,4,3,1,1,3,1,1,4,3,5,4,4,1,1,1.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]"
117768,Female,Loyal Customer,59,Personal Travel,Eco,1670,2,4,2,3,4,3,4,3,3,2,4,2,3,3,4,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(2.0, 19.0]"
30655,Male,Loyal Customer,50,Personal Travel,Eco,533,1,4,3,5,5,3,5,5,3,4,4,4,5,5,12,11.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(3.0, 19.0]","(2.0, 19.0]"
128641,Female,Loyal Customer,63,Personal Travel,Eco,679,3,4,3,2,3,4,5,1,1,3,1,4,1,5,8,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(2.0, 19.0]"
78015,Male,Loyal Customer,46,Business travel,Business,2275,1,1,1,1,2,2,3,4,4,3,1,4,4,1,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]"
34282,Female,Loyal Customer,37,Business travel,Business,280,1,3,3,3,3,4,4,1,1,1,1,3,1,2,76,56.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(19.0, 1011.0]","(19.0, 1017.0]"
112702,Female,Loyal Customer,48,Business travel,Business,2401,1,2,1,1,1,3,3,1,1,2,1,2,1,3,12,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(2.0, 19.0]"
123898,Female,Loyal Customer,47,Personal Travel,Eco,546,3,4,3,4,2,5,4,5,5,3,4,3,5,3,5,20.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(19.0, 1011.0]","(2.0, 19.0]"
12949,Female,Loyal Customer,32,Personal Travel,Eco,359,3,4,3,1,2,3,2,2,5,4,5,5,5,2,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]"
17601,Male,Loyal Customer,62,Personal Travel,Eco Plus,695,4,4,4,3,1,4,1,1,4,1,3,3,5,1,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]"
33397,Female,Loyal Customer,41,Business travel,Eco,1417,3,1,1,1,3,3,3,3,3,2,2,5,2,3,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]"
25760,Female,Loyal Customer,13,Personal Travel,Eco,356,1,5,1,1,2,1,2,2,5,4,5,5,5,2,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]"
39442,Male,Loyal Customer,66,Business travel,Business,2342,3,3,3,3,1,3,3,3,3,3,3,1,3,2,0,6.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(3.0, 19.0]","(-0.001, 2.0]"
54767,Female,Loyal Customer,60,Business travel,Eco Plus,956,2,2,2,2,3,4,4,3,3,2,3,2,3,4,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]"
121794,Male,Loyal Customer,46,Business travel,Business,3894,3,1,1,1,2,4,3,3,3,2,3,1,3,3,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]"
4296,Male,Loyal Customer,11,Personal Travel,Eco,502,3,5,3,1,1,3,1,1,3,2,5,3,4,1,0,3.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]"
123248,Male,Loyal Customer,46,Personal Travel,Eco,468,2,3,2,4,4,2,4,4,1,2,3,2,4,4,2,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]"
48220,Female,Loyal Customer,57,Personal Travel,Eco,259,4,4,4,4,4,3,3,4,4,4,4,1,4,3,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]"
6231,Female,disloyal Customer,25,Business travel,Business,678,3,0,3,5,5,3,5,5,3,3,5,5,4,5,2,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]"
40951,Female,Loyal Customer,67,Personal Travel,Eco Plus,599,1,5,1,2,2,3,3,4,4,1,4,4,4,3,16,6.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(3.0, 19.0]","(2.0, 19.0]"
85100,Female,disloyal Customer,32,Business travel,Business,874,2,2,2,3,5,2,5,5,5,3,5,3,5,5,4,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(2.0, 19.0]"
111604,Male,Loyal Customer,34,Personal Travel,Eco Plus,794,4,5,4,2,5,4,5,5,5,5,4,3,4,5,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]"
38169,Female,Loyal Customer,67,Personal Travel,Eco,1121,2,5,2,4,4,5,4,3,3,2,3,4,3,5,38,24.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(19.0, 1011.0]","(19.0, 1017.0]"
103709,Female,Loyal Customer,53,Personal Travel,Eco,405,3,5,3,3,5,1,5,2,2,3,2,1,2,5,9,5.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(3.0, 19.0]","(2.0, 19.0]"
113705,Male,Loyal Customer,68,Personal Travel,Eco,258,4,3,0,3,2,0,2,2,2,5,3,2,3,2,21,11.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(3.0, 19.0]","(19.0, 1017.0]"
9190,Female,Loyal Customer,51,Personal Travel,Eco,363,1,4,1,2,4,4,4,4,4,1,4,5,4,5,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]"
31141,Male,Loyal Customer,44,Personal Travel,Eco,996,4,5,4,3,4,4,3,4,3,2,5,4,5,4,11,5.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(3.0, 19.0]","(2.0, 19.0]"
30420,Male,Loyal Customer,42,Business travel,Business,2122,4,5,5,5,2,3,3,4,4,3,4,2,4,1,0,19.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(3.0, 19.0]","(-0.001, 2.0]"
46005,Female,Loyal Customer,52,Personal Travel,Eco,483,1,3,1,3,1,2,4,3,3,1,3,1,3,3,7,14.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(3.0, 19.0]","(2.0, 19.0]"
116431,Female,Loyal Customer,10,Personal Travel,Eco,373,2,4,2,2,4,2,4,4,2,4,4,5,2,4,30,21.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(19.0, 1011.0]","(19.0, 1017.0]"
19974,Female,Loyal Customer,8,Personal Travel,Eco,557,2,3,2,5,3,2,3,3,3,4,3,1,4,3,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]"
72641,Female,Loyal Customer,14,Personal Travel,Eco,1121,3,5,3,1,2,3,2,2,4,5,4,4,4,2,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]"
100093,Female,Loyal Customer,33,Business travel,Business,2674,2,1,3,1,3,3,4,2,2,2,2,3,2,1,52,54.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(19.0, 1011.0]","(19.0, 1017.0]"
94997,Female,Loyal Customer,37,Personal Travel,Eco,319,1,1,1,3,5,1,5,5,3,2,4,1,4,5,13,8.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(3.0, 19.0]","(2.0, 19.0]"
36883,Female,Loyal Customer,34,Business travel,Eco,1182,4,2,2,2,4,4,4,4,2,2,4,1,4,4,2,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]"
79913,Female,Loyal Customer,70,Business travel,Business,2747,4,2,2,2,2,3,2,4,4,4,4,1,4,2,19,26.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(19.0, 1011.0]","(2.0, 19.0]"
82552,Female,disloyal Customer,20,Business travel,Eco,528,1,0,1,4,5,1,5,5,3,5,5,4,4,5,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]"
105406,Female,Loyal Customer,29,Personal Travel,Eco,369,2,1,5,3,5,5,5,5,2,4,3,4,3,5,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]"
9890,Male,disloyal Customer,38,Business travel,Business,508,1,0,0,4,5,0,5,5,3,4,5,5,4,5,17,28.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(19.0, 1011.0]","(2.0, 19.0]"
38273,Female,Loyal Customer,28,Personal Travel,Eco,1133,2,4,1,4,3,1,3,3,5,1,3,2,5,3,84,76.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(19.0, 1011.0]","(19.0, 1017.0]"
57060,Female,Loyal Customer,31,Personal Travel,Eco,2133,1,1,2,4,5,2,5,5,3,2,3,3,4,5,12,11.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(3.0, 19.0]","(2.0, 19.0]"
113420,Female,Loyal Customer,38,Business travel,Eco,397,2,3,4,3,2,2,2,2,4,2,4,2,4,2,18,24.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(19.0, 1011.0]","(2.0, 19.0]"
22341,Female,disloyal Customer,62,Business travel,Eco,143,3,5,3,4,4,3,4,4,5,1,3,3,4,4,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]"
30215,Male,Loyal Customer,9,Personal Travel,Eco Plus,253,3,4,3,3,2,3,2,2,4,3,4,4,4,2,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]"
68591,Male,Loyal Customer,13,Personal Travel,Eco,1616,1,5,1,1,3,1,3,3,4,5,4,3,4,3,23,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(19.0, 1017.0]"
121199,Female,Loyal Customer,39,Personal Travel,Eco,2402,3,4,3,2,5,3,5,5,4,5,4,4,5,5,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]"
125005,Female,disloyal Customer,21,Business travel,Eco,184,1,4,1,4,5,1,5,5,3,5,3,3,3,5,30,14.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(3.0, 19.0]","(19.0, 1017.0]"
26257,Female,Loyal Customer,33,Personal Travel,Eco Plus,406,3,4,3,2,3,3,3,3,3,4,5,4,5,3,71,65.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(19.0, 1011.0]","(19.0, 1017.0]"
36757,Female,disloyal Customer,27,Business travel,Eco,1341,1,1,1,4,1,2,2,5,1,4,5,2,4,2,0,3.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]"
