id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction,Arrival Delay in Minutes_width_bin,Departure Delay in Minutes_width_bin,Arrival Delay in Minutes_depth_bin,Departure Delay in Minutes_depth_bin,flight_distance_minmax,flight_distance_zscore,age_category,satisfaction_bin
83216,Male,Loyal Customer,57,Business travel,Business,2079,4,1,1,1,2,4,3,4,4,4,4,4,4,4,30,13.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(3.0, 19.0]","(19.0, 1017.0]",0.41524736415247365,0.8970412922210341,Late Middle Age,0
12124,Male,Loyal Customer,13,Personal Travel,Eco,1034,2,5,2,3,1,2,1,1,5,4,5,4,5,1,3,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(2.0, 19.0]",0.20336577453365776,-0.15214357440744838,Young,0
67243,Female,Loyal Customer,31,Personal Travel,Eco,985,3,4,3,3,1,3,1,1,5,4,5,5,5,1,0,11.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(3.0, 19.0]","(-0.001, 2.0]",0.19343065693430658,-0.20133980260342507,Early Adulthood,0
5055,Female,disloyal Customer,33,Business travel,Business,223,3,3,3,1,2,3,2,2,3,4,4,4,4,2,1,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.038929440389294405,-0.9663913512837157,Early Adulthood,0
22643,Male,Loyal Customer,58,Personal Travel,Eco,300,3,5,3,5,1,3,4,1,4,2,4,4,4,1,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.05454176804541768,-0.8890829926900381,Late Middle Age,0
61999,Female,disloyal Customer,26,Business travel,Business,2475,4,4,4,3,2,4,2,2,5,2,5,3,5,2,1,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.4955393349553934,1.2946271364170907,Early Adulthood,0
54705,Female,disloyal Customer,47,Business travel,Eco,564,1,1,1,3,2,1,2,2,1,3,3,2,4,2,25,38.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(19.0, 1011.0]","(19.0, 1017.0]",0.10806974858069748,-0.6240257632260003,Late Middle Age,0
106505,Male,Loyal Customer,55,Business travel,Eco Plus,495,3,2,5,2,2,3,2,2,4,1,3,1,3,2,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.09407948094079481,-0.693302084563192,Late Middle Age,0
110025,Female,Loyal Customer,38,Personal Travel,Eco,1142,3,4,3,5,5,3,5,5,5,3,3,5,4,5,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.22526358475263586,-0.04371107144488751,Early Middle Age,0
97374,Male,Loyal Customer,67,Personal Travel,Eco,843,3,5,2,1,1,2,1,1,5,4,4,4,5,1,33,24.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(19.0, 1011.0]","(19.0, 1017.0]",0.16463909164639093,-0.3439084639060514,Late Adulthood,0
19149,Female,disloyal Customer,21,Business travel,Eco,321,3,4,3,4,2,3,2,2,5,5,5,2,2,2,0,3.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.05879967558799676,-0.8679988948917623,Young,0
87100,Male,Loyal Customer,11,Personal Travel,Eco,645,2,2,1,4,4,1,1,4,3,4,3,4,3,4,9,4.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(3.0, 19.0]","(2.0, 19.0]",0.12449310624493107,-0.5427013860040797,Young,0
5392,Male,Loyal Customer,47,Personal Travel,Eco,785,2,4,2,4,4,2,4,4,4,5,4,3,5,4,0,17.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(3.0, 19.0]","(-0.001, 2.0]",0.15287915652879155,-0.4021407340155749,Late Middle Age,0
102526,Female,Loyal Customer,25,Personal Travel,Eco,226,1,2,1,4,3,1,3,3,2,2,3,2,3,3,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.03953771289537713,-0.9633793373125334,Early Adulthood,0
19453,Female,Loyal Customer,54,Personal Travel,Eco,363,1,1,0,4,5,4,3,1,1,0,1,2,1,4,5,5.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(3.0, 19.0]","(2.0, 19.0]",0.06731549067315491,-0.8258306992952109,Late Middle Age,0
3117,Female,disloyal Customer,22,Business travel,Eco,1013,1,1,1,3,5,1,5,5,2,3,3,3,3,5,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.19910786699107866,-0.1732276722057241,Early Adulthood,0
9497,Female,disloyal Customer,23,Business travel,Eco,239,4,1,4,4,5,4,5,5,1,4,3,3,4,5,1,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.042173560421735604,-0.9503272767707437,Early Adulthood,0
25396,Male,Loyal Customer,55,Business travel,Eco,990,4,5,5,5,4,4,4,4,3,3,3,3,4,4,5,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(2.0, 19.0]",0.19444444444444445,-0.19631977931812133,Late Middle Age,0
17772,Male,Loyal Customer,31,Business travel,Business,3094,3,1,1,1,3,4,3,3,2,3,1,1,5,3,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.6210462287104623,1.9161060191376942,Early Adulthood,0
118606,Male,Loyal Customer,52,Business travel,Business,451,1,4,4,4,2,3,3,1,1,1,1,3,1,4,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.0851581508515815,-0.737478289473865,Late Middle Age,0
104780,Male,Loyal Customer,38,Personal Travel,Business,587,4,4,4,3,3,5,4,1,1,4,1,3,1,5,29,18.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(3.0, 19.0]","(19.0, 1017.0]",0.11273317112733171,-0.6009336561136032,Early Middle Age,0
37439,Female,disloyal Customer,36,Business travel,Eco,828,2,2,2,3,5,2,5,5,4,3,4,4,1,5,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.16159772911597728,-0.35896853376196264,Early Middle Age,0
116412,Male,Loyal Customer,13,Personal Travel,Eco,342,2,1,2,3,2,2,2,2,2,3,4,4,4,2,48,42.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(19.0, 1011.0]","(19.0, 1017.0]",0.06305758313057583,-0.8469147970934866,Young,0
24894,Male,Loyal Customer,27,Personal Travel,Eco,397,1,5,1,4,1,1,1,1,1,3,2,4,3,1,4,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(2.0, 19.0]",0.07420924574209246,-0.7916945409551454,Early Adulthood,0
8742,Male,disloyal Customer,35,Business travel,Business,280,1,1,1,4,2,1,2,2,1,5,4,4,4,2,4,22.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(19.0, 1011.0]","(2.0, 19.0]",0.05048661800486618,-0.909163085831253,Early Middle Age,0
77111,Female,Loyal Customer,44,Business travel,Business,1481,4,5,5,5,4,4,4,4,2,4,4,4,4,4,164,153.0,neutral or dissatisfied,"(101.1, 202.2]","(101.7, 203.4]","(19.0, 1011.0]","(19.0, 1017.0]",0.2939983779399838,0.29664650729870634,Early Middle Age,0
18879,Male,Loyal Customer,41,Business travel,Eco,500,1,3,2,3,1,1,1,1,4,4,4,4,3,1,11,8.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(3.0, 19.0]","(2.0, 19.0]",0.09509326845093269,-0.6882820612778883,Early Middle Age,0
115275,Male,disloyal Customer,47,Business travel,Eco,390,2,3,2,3,1,2,1,1,2,1,3,3,3,1,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.07278994322789943,-0.7987225735545707,Late Middle Age,0
104300,Male,Loyal Customer,13,Personal Travel,Eco,440,4,3,4,4,5,4,1,5,3,3,3,4,4,5,2,14.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(3.0, 19.0]","(-0.001, 2.0]",0.08292781832927819,-0.7485223407015332,Young,0
40162,Male,Loyal Customer,51,Personal Travel,Business,387,1,5,1,1,4,4,1,3,3,1,3,2,3,4,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.07218167072181671,-0.8017345875257529,Late Middle Age,0
111110,Male,Loyal Customer,26,Personal Travel,Eco Plus,240,1,3,1,2,4,1,4,4,2,5,2,3,3,4,22,19.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(3.0, 19.0]","(19.0, 1017.0]",0.04237631792376318,-0.949323272113683,Early Adulthood,0
2329,Female,Loyal Customer,43,Personal Travel,Eco,691,3,4,4,1,4,5,5,2,2,4,2,3,2,4,0,6.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(3.0, 19.0]","(-0.001, 2.0]",0.13381995133819952,-0.4965171717792852,Early Middle Age,0
65857,Female,Loyal Customer,49,Personal Travel,Eco,1389,3,4,3,3,5,3,4,4,4,3,4,4,4,3,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.2753446877534469,0.20427807884911744,Late Middle Age,0
52705,Female,disloyal Customer,26,Business travel,Eco,584,3,4,3,4,2,3,2,2,2,5,3,1,4,2,17,29.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(19.0, 1011.0]","(2.0, 19.0]",0.11212489862124898,-0.6039456700847854,Early Adulthood,0
31566,Male,Loyal Customer,33,Business travel,Eco Plus,853,1,5,5,5,1,1,1,1,4,4,3,3,3,1,92,94.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(19.0, 1011.0]","(19.0, 1017.0]",0.16666666666666666,-0.3338684173354439,Early Adulthood,0
115282,Female,Loyal Customer,43,Business travel,Business,362,4,4,4,4,4,4,3,4,4,3,4,3,4,3,47,45.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(19.0, 1011.0]","(19.0, 1017.0]",0.06711273317112733,-0.8268347039522717,Early Middle Age,0
121583,Female,Loyal Customer,53,Business travel,Business,936,1,4,4,4,3,3,3,1,1,2,1,1,1,4,8,28.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(19.0, 1011.0]","(2.0, 19.0]",0.18349553933495538,-0.2505360307994018,Late Middle Age,0
102682,Female,disloyal Customer,27,Business travel,Eco,365,1,0,1,4,5,1,5,5,4,4,3,3,4,5,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.06772100567721005,-0.8238226899810893,Early Adulthood,0
110315,Female,Loyal Customer,52,Business travel,Business,2480,3,5,5,5,4,3,3,3,3,3,3,2,3,2,4,6.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(3.0, 19.0]","(2.0, 19.0]",0.49655312246553124,1.2996471597023944,Late Middle Age,0
7673,Male,Loyal Customer,47,Business travel,Eco,604,3,5,5,5,3,3,3,3,4,4,4,4,3,3,0,19.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(3.0, 19.0]","(-0.001, 2.0]",0.11618004866180048,-0.5838655769435704,Late Middle Age,0
27839,Male,Loyal Customer,66,Personal Travel,Eco,1533,2,4,2,3,1,2,4,1,5,5,5,3,4,1,2,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.30454176804541766,0.3488547494658653,Late Adulthood,0
116229,Female,Loyal Customer,23,Personal Travel,Eco,417,1,5,4,5,2,4,2,2,4,5,5,5,1,2,12,14.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(3.0, 19.0]","(2.0, 19.0]",0.07826439578264396,-0.7716144478139304,Early Adulthood,0
66036,Female,disloyal Customer,26,Business travel,Business,1055,3,3,3,3,2,3,2,2,3,3,4,5,4,2,1,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.20762368207623683,-0.13105947660917266,Early Adulthood,0
19527,Male,Loyal Customer,39,Business travel,Business,173,3,2,2,2,2,3,3,3,3,2,3,3,3,2,5,4.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(3.0, 19.0]","(2.0, 19.0]",0.02879156528791565,-1.0165915841367532,Early Middle Age,0
57706,Male,Loyal Customer,46,Personal Travel,Eco,867,3,4,3,2,1,3,1,1,4,4,5,5,4,1,42,30.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(19.0, 1011.0]","(19.0, 1017.0]",0.16950527169505272,-0.3198123521365934,Late Middle Age,0
97192,Female,Loyal Customer,44,Personal Travel,Eco,715,1,5,1,1,4,1,5,5,5,1,5,5,5,5,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.1386861313868613,-0.47242106000982725,Early Middle Age,0
59243,Female,disloyal Customer,33,Business travel,Eco,4817,3,2,2,1,3,1,1,2,5,5,3,1,5,1,9,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(2.0, 19.0]",0.9703974047039741,3.6460060432533643,Early Adulthood,0
19829,Male,Loyal Customer,51,Business travel,Business,3563,2,2,2,2,2,3,4,2,2,2,2,3,2,1,0,19.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(3.0, 19.0]","(-0.001, 2.0]",0.716139497161395,2.3869842032991855,Late Middle Age,0
1013,Female,disloyal Customer,16,Business travel,Eco,229,3,1,3,3,2,3,2,2,2,5,4,3,4,2,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.040145985401459854,-0.9603673233413512,Young,0
11361,Female,Loyal Customer,24,Personal Travel,Eco,301,3,5,3,4,2,3,2,2,4,5,4,4,5,2,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.05474452554744526,-0.8880789880329772,Early Adulthood,0
40366,Male,Loyal Customer,24,Business travel,Eco,1250,1,4,1,4,1,1,5,1,2,1,4,1,4,1,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.24716139497161396,0.06472143151767336,Early Adulthood,0
57002,Female,Loyal Customer,38,Personal Travel,Eco,2454,3,2,3,2,3,3,3,2,2,3,2,3,3,3,0,14.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(3.0, 19.0]","(-0.001, 2.0]",0.4912814274128143,1.273543038618815,Early Middle Age,0
111577,Female,Loyal Customer,17,Business travel,Business,3357,3,4,2,4,3,3,3,3,1,5,3,2,4,3,14,9.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(3.0, 19.0]","(2.0, 19.0]",0.6743714517437145,2.1801592439446713,Young,0
101291,Male,disloyal Customer,63,Business travel,Business,363,3,3,3,3,2,3,2,2,3,2,3,3,4,2,53,35.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(19.0, 1011.0]","(19.0, 1017.0]",0.06731549067315491,-0.8258306992952109,Late Middle Age,0
1651,Female,Loyal Customer,57,Business travel,Eco,435,1,4,4,4,3,1,2,1,1,1,1,1,1,1,4,36.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(19.0, 1011.0]","(2.0, 19.0]",0.08191403081914031,-0.7535423639868369,Late Middle Age,0
41246,Female,Loyal Customer,16,Business travel,Eco,643,1,1,1,1,1,1,4,1,1,5,3,3,4,1,0,6.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(3.0, 19.0]","(-0.001, 2.0]",0.12408759124087591,-0.5447093953182012,Young,0
80739,Female,Loyal Customer,35,Business travel,Business,3300,1,4,4,4,1,3,4,1,1,1,1,2,1,2,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.6628142741281428,2.1229309784922084,Early Middle Age,0
108935,Female,Loyal Customer,25,Personal Travel,Eco,1066,2,4,2,1,5,2,5,5,3,4,5,4,5,5,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.20985401459854014,-0.12001542538150442,Early Adulthood,0
37017,Male,Loyal Customer,61,Personal Travel,Eco,899,3,2,4,4,2,4,2,2,3,2,3,3,4,2,16,16.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(3.0, 19.0]","(2.0, 19.0]",0.1759935117599351,-0.28768420311064946,Late Middle Age,0
121741,Female,Loyal Customer,69,Personal Travel,Eco,1475,3,4,3,3,1,2,3,5,5,3,5,4,5,3,0,3.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.29278183292781834,0.29062247935634183,Late Adulthood,0
92485,Male,Loyal Customer,54,Business travel,Eco,2139,2,4,4,4,2,2,2,2,1,4,3,3,3,2,3,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(2.0, 19.0]",0.42741281427412814,0.9572815716446791,Late Middle Age,0
96839,Female,disloyal Customer,28,Business travel,Eco,1041,1,1,1,4,5,1,3,5,1,4,3,2,4,5,71,62.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(19.0, 1011.0]","(19.0, 1017.0]",0.20478507704785076,-0.14511554180802314,Early Adulthood,0
110399,Male,disloyal Customer,11,Business travel,Eco,787,3,4,4,3,4,4,5,4,1,3,2,1,2,4,9,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(2.0, 19.0]",0.15328467153284672,-0.40013272470145334,Young,0
86008,Male,Loyal Customer,35,Business travel,Business,447,4,3,3,3,4,4,3,4,4,4,4,1,4,2,0,1.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.08434712084347121,-0.7414943081021079,Early Middle Age,0
71727,Female,Loyal Customer,67,Personal Travel,Eco,1007,2,4,2,1,4,5,4,2,2,2,2,5,2,4,119,104.0,neutral or dissatisfied,"(101.1, 202.2]","(101.7, 203.4]","(19.0, 1011.0]","(19.0, 1017.0]",0.1978913219789132,-0.1792517001480886,Late Adulthood,0
40222,Female,Loyal Customer,53,Business travel,Eco,436,1,1,1,1,1,4,3,1,1,1,1,3,1,1,0,8.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(3.0, 19.0]","(-0.001, 2.0]",0.08211678832116788,-0.7525383593297762,Late Middle Age,0
80051,Male,Loyal Customer,11,Personal Travel,Eco,1010,3,5,3,2,5,3,3,5,1,1,4,2,3,5,0,26.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(19.0, 1011.0]","(-0.001, 2.0]",0.19849959448499593,-0.17623968617690636,Young,0
123535,Male,Loyal Customer,70,Personal Travel,Eco Plus,2077,2,3,2,4,5,2,1,5,4,4,2,2,4,5,14,7.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(3.0, 19.0]","(2.0, 19.0]",0.4148418491484185,0.8950332829069126,Late Adulthood,0
38517,Male,Loyal Customer,26,Business travel,Business,2586,1,3,3,3,1,1,1,1,1,4,2,3,2,1,46,20.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(19.0, 1011.0]","(19.0, 1017.0]",0.5180454176804542,1.4060716533508337,Early Adulthood,0
101551,Female,Loyal Customer,43,Personal Travel,Eco,345,3,5,3,2,3,2,2,4,2,5,3,2,2,2,136,154.0,neutral or dissatisfied,"(101.1, 202.2]","(101.7, 203.4]","(19.0, 1011.0]","(19.0, 1017.0]",0.06366585563665855,-0.8439027831223044,Early Middle Age,0
100624,Female,disloyal Customer,25,Business travel,Eco Plus,1121,2,2,2,3,2,5,5,2,2,3,2,5,4,5,218,422.0,neutral or dissatisfied,"(404.4, 505.5]","(203.4, 305.1]","(19.0, 1011.0]","(19.0, 1017.0]",0.22100567721005676,-0.06479516924316324,Early Adulthood,0
96066,Male,Loyal Customer,26,Personal Travel,Eco,1069,3,4,2,4,1,2,1,1,3,5,4,1,3,1,16,24.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(19.0, 1011.0]","(2.0, 19.0]",0.21046228710462286,-0.11700341141032218,Early Adulthood,0
128277,Male,Loyal Customer,30,Personal Travel,Business,651,2,5,3,4,2,3,5,2,5,2,5,3,4,2,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.12570965125709652,-0.5366773580617152,Early Adulthood,0
83720,Female,Loyal Customer,40,Personal Travel,Eco Plus,577,2,5,2,4,1,2,1,1,3,5,4,3,4,1,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.11070559610705596,-0.6109737026842106,Early Middle Age,0
113750,Male,Loyal Customer,30,Personal Travel,Eco,386,4,1,4,3,2,4,2,2,3,5,4,2,4,2,8,1.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(2.0, 19.0]",0.07197891321978914,-0.8027385921828136,Early Adulthood,0
41118,Female,disloyal Customer,27,Business travel,Eco,295,3,5,3,5,3,3,1,3,1,1,3,3,1,3,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.0535279805352798,-0.8941030159753418,Early Adulthood,0
46610,Female,disloyal Customer,47,Business travel,Eco,73,1,1,1,3,1,1,1,1,1,2,3,3,2,1,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.00851581508515815,-1.116992049842828,Late Middle Age,0
55069,Female,disloyal Customer,20,Business travel,Eco,1504,3,3,3,4,5,3,4,5,2,4,4,1,3,5,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.298661800486618,0.31973861441110357,Young,0
50911,Female,Loyal Customer,22,Personal Travel,Eco,373,3,2,5,3,4,5,4,4,2,2,3,1,3,4,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.06934306569343066,-0.8157906527246034,Early Adulthood,0
120430,Female,disloyal Customer,23,Business travel,Eco,449,2,0,2,4,2,2,1,2,4,3,5,5,4,2,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.08475263584752636,-0.7394862987879864,Early Adulthood,0
37787,Male,disloyal Customer,30,Business travel,Eco Plus,944,4,4,4,3,4,4,4,4,3,2,3,3,4,4,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.185117599351176,-0.2425039935429158,Early Adulthood,0
62787,Female,Loyal Customer,51,Personal Travel,Eco,2556,2,4,2,4,2,2,2,3,2,4,2,2,1,2,170,165.0,neutral or dissatisfied,"(101.1, 202.2]","(101.7, 203.4]","(19.0, 1011.0]","(19.0, 1017.0]",0.5119626926196269,1.3759515136390115,Late Middle Age,0
46918,Female,Loyal Customer,39,Business travel,Business,819,2,5,5,5,3,4,4,2,2,2,2,1,2,1,0,50.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(19.0, 1011.0]","(-0.001, 2.0]",0.1597729115977291,-0.36800457567550937,Early Middle Age,0
126860,Female,Loyal Customer,37,Personal Travel,Eco,2296,2,1,2,3,2,2,2,2,1,1,3,4,2,2,103,85.0,neutral or dissatisfied,"(-0.001, 101.1]","(101.7, 203.4]","(19.0, 1011.0]","(19.0, 1017.0]",0.45924574209245744,1.1149103028032166,Early Middle Age,0
82635,Male,Loyal Customer,32,Personal Travel,Eco,528,3,4,3,4,1,3,1,1,3,3,4,4,4,1,0,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.10077047850770479,-0.6601699308801873,Early Adulthood,0
17692,Male,Loyal Customer,57,Personal Travel,Eco,1050,2,5,2,3,4,2,1,4,3,5,4,3,4,4,55,47.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(19.0, 1011.0]","(19.0, 1017.0]",0.20660989456609893,-0.1360794998944764,Late Middle Age,0
93279,Male,Loyal Customer,34,Personal Travel,Eco,867,2,5,2,3,3,2,3,3,4,2,4,3,4,3,1,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.16950527169505272,-0.3198123521365934,Early Adulthood,0
901,Female,disloyal Customer,18,Business travel,Eco,309,3,3,3,3,2,3,2,2,2,1,4,4,3,2,48,63.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(19.0, 1011.0]","(19.0, 1017.0]",0.056366585563665854,-0.8800469507764913,Young,0
51595,Female,Loyal Customer,35,Business travel,Eco,370,4,5,3,5,4,3,4,4,4,4,3,3,4,4,27,44.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(19.0, 1011.0]","(19.0, 1017.0]",0.06873479318734793,-0.8188026666957856,Early Middle Age,0
101036,Male,Loyal Customer,47,Personal Travel,Eco Plus,806,3,2,3,4,5,3,5,5,2,2,3,1,4,5,18,0.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(2.0, 19.0]",0.15713706407137065,-0.3810566362172991,Late Middle Age,0
15118,Male,Loyal Customer,45,Business travel,Eco,912,4,3,3,3,4,4,4,4,3,5,3,2,4,4,0,2.0,neutral or dissatisfied,"(-0.001, 101.1]","(-0.001, 101.7]","(-0.001, 3.0]","(-0.001, 2.0]",0.1786293592862936,-0.27463214256885976,Late Middle Age,0
