id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
23625,Male,Loyal Customer,45,Personal Travel,Business,793,4,1,4,3,3,3,4,2,2,4,2,1,2,4,0,29.0,neutral or dissatisfied
2230,Male,Loyal Customer,44,Personal Travel,Eco,642,1,4,1,4,1,1,1,1,3,3,5,5,4,1,0,11.0,neutral or dissatisfied
73412,Male,Loyal Customer,45,Business travel,Business,1772,3,1,1,1,3,3,3,1,4,2,1,3,3,3,123,151.0,neutral or dissatisfied
66139,Male,Loyal Customer,48,Personal Travel,Eco,583,4,4,4,2,3,4,3,3,5,1,5,3,4,3,49,51.0,neutral or dissatisfied
57380,Male,Loyal Customer,45,Personal Travel,Eco Plus,236,2,5,0,4,4,0,4,4,4,4,4,4,5,4,3,0.0,neutral or dissatisfied
106826,Female,Loyal Customer,52,Personal Travel,Eco,1488,4,5,3,4,2,5,5,2,2,3,2,3,2,4,0,0.0,neutral or dissatisfied
28445,Female,Loyal Customer,31,Personal Travel,Eco,2496,3,5,3,4,3,2,2,3,4,4,5,2,3,2,27,38.0,neutral or dissatisfied
930,Female,disloyal Customer,26,Business travel,Business,354,1,2,1,3,4,1,4,4,3,1,4,2,4,4,0,0.0,neutral or dissatisfied
18002,Female,Loyal Customer,51,Business travel,Eco,332,4,5,5,5,3,1,2,4,4,4,4,2,4,2,0,0.0,neutral or dissatisfied
23076,Female,Loyal Customer,53,Personal Travel,Eco,1174,1,5,1,5,5,4,5,5,5,1,5,3,5,3,0,0.0,neutral or dissatisfied
73251,Male,Loyal Customer,28,Business travel,Business,2711,2,2,1,1,2,2,2,2,4,5,4,4,3,2,0,0.0,neutral or dissatisfied
111023,Female,disloyal Customer,54,Business travel,Eco,240,3,1,3,4,2,3,2,2,3,1,4,1,4,2,8,9.0,neutral or dissatisfied
74143,Male,disloyal Customer,23,Business travel,Eco,721,3,3,3,3,3,3,3,3,2,3,4,4,4,3,0,0.0,neutral or dissatisfied
123603,Male,Loyal Customer,65,Personal Travel,Eco,1773,2,3,2,3,1,2,1,1,2,1,3,1,5,1,4,3.0,neutral or dissatisfied
128903,Female,Loyal Customer,18,Personal Travel,Eco,2454,2,4,2,3,2,2,2,3,5,5,4,2,5,2,163,134.0,neutral or dissatisfied
112649,Male,Loyal Customer,65,Personal Travel,Eco,1845,4,5,4,3,1,4,1,1,4,5,4,3,5,1,0,11.0,neutral or dissatisfied
47694,Male,Loyal Customer,56,Personal Travel,Eco,1242,3,5,3,3,4,3,4,4,3,2,4,5,4,4,0,3.0,neutral or dissatisfied
27785,Male,disloyal Customer,20,Business travel,Eco,1448,3,3,3,1,3,3,3,3,1,4,2,3,1,3,0,0.0,neutral or dissatisfied
18300,Female,Loyal Customer,50,Personal Travel,Eco Plus,640,3,2,3,3,1,4,4,1,1,3,5,1,1,3,0,0.0,neutral or dissatisfied
123282,Male,Loyal Customer,55,Personal Travel,Eco,468,1,4,1,3,4,1,3,4,5,4,4,5,4,4,9,14.0,neutral or dissatisfied
110201,Male,Loyal Customer,34,Personal Travel,Eco Plus,1048,2,3,2,4,2,2,2,4,5,3,4,2,1,2,165,181.0,neutral or dissatisfied
62204,Male,Loyal Customer,53,Personal Travel,Eco,2565,2,5,2,4,5,2,5,5,2,2,5,2,2,5,38,36.0,neutral or dissatisfied
22009,Male,Loyal Customer,22,Personal Travel,Eco,500,2,4,2,4,4,2,4,4,3,3,3,3,3,4,0,11.0,neutral or dissatisfied
73374,Male,disloyal Customer,28,Business travel,Eco,1197,4,4,4,4,4,4,4,4,2,5,3,4,3,4,3,0.0,neutral or dissatisfied
92465,Male,Loyal Customer,24,Business travel,Business,1947,3,4,4,4,3,3,3,3,4,1,1,3,1,3,370,341.0,neutral or dissatisfied
58249,Male,Loyal Customer,9,Personal Travel,Eco Plus,925,2,4,2,2,4,2,4,4,5,4,5,4,4,4,78,72.0,neutral or dissatisfied
40669,Male,Loyal Customer,31,Personal Travel,Business,590,1,2,1,4,4,1,4,4,3,1,3,1,4,4,0,0.0,neutral or dissatisfied
47749,Female,disloyal Customer,25,Business travel,Eco,834,3,3,3,5,2,3,2,2,2,4,4,4,4,2,0,2.0,neutral or dissatisfied
63547,Male,Loyal Customer,25,Personal Travel,Eco,1009,2,1,2,2,1,2,1,1,2,2,2,1,3,1,0,0.0,neutral or dissatisfied
78551,Female,disloyal Customer,36,Business travel,Business,666,2,2,2,4,3,2,3,3,5,2,5,3,5,3,0,0.0,neutral or dissatisfied
24942,Male,disloyal Customer,42,Business travel,Eco,1747,1,1,1,2,5,1,5,5,4,2,3,3,4,5,6,0.0,neutral or dissatisfied
106110,Female,disloyal Customer,29,Business travel,Business,302,2,2,2,4,2,2,2,2,4,3,5,4,5,2,0,0.0,neutral or dissatisfied
121384,Female,Loyal Customer,67,Personal Travel,Eco,2279,2,1,2,1,2,3,3,4,2,1,1,3,2,3,0,12.0,neutral or dissatisfied
100737,Female,Loyal Customer,16,Business travel,Business,328,4,2,2,2,4,4,4,4,3,1,3,4,3,4,4,1.0,neutral or dissatisfied
109417,Male,Loyal Customer,48,Business travel,Business,861,1,5,5,5,3,2,2,1,1,1,1,1,1,3,16,0.0,neutral or dissatisfied
98698,Female,Loyal Customer,12,Personal Travel,Eco,861,2,5,2,5,1,2,1,1,5,5,4,4,5,1,34,60.0,neutral or dissatisfied
926,Female,Loyal Customer,25,Business travel,Business,89,4,5,5,5,0,1,4,0,2,4,4,3,4,0,27,29.0,neutral or dissatisfied
107931,Male,Loyal Customer,20,Business travel,Eco,611,1,4,4,4,1,1,2,1,4,2,4,2,3,1,8,0.0,neutral or dissatisfied
89898,Female,Loyal Customer,39,Business travel,Eco,1310,2,2,2,2,2,2,2,2,1,3,4,4,4,2,0,0.0,neutral or dissatisfied
95156,Male,Loyal Customer,51,Personal Travel,Eco,192,4,5,4,2,1,4,1,1,3,2,5,3,5,1,16,4.0,neutral or dissatisfied
100352,Female,Loyal Customer,35,Personal Travel,Eco,1033,1,3,1,2,5,1,5,5,3,5,3,1,3,5,8,22.0,neutral or dissatisfied
36471,Female,Loyal Customer,33,Personal Travel,Eco,901,2,3,2,2,4,2,4,4,2,2,3,3,3,4,0,21.0,neutral or dissatisfied
92456,Female,disloyal Customer,34,Business travel,Business,2139,3,3,3,1,3,3,3,3,5,2,4,3,4,3,0,0.0,neutral or dissatisfied
87577,Female,Loyal Customer,64,Personal Travel,Eco,432,1,5,2,2,1,4,1,4,4,2,4,3,4,4,12,12.0,neutral or dissatisfied
42363,Male,Loyal Customer,10,Personal Travel,Eco,550,2,4,2,4,4,2,1,4,3,1,3,4,3,4,0,0.0,neutral or dissatisfied
123484,Female,disloyal Customer,18,Business travel,Eco,2296,2,2,2,4,2,4,4,3,4,2,3,4,2,4,4,8.0,neutral or dissatisfied
51420,Male,Loyal Customer,23,Personal Travel,Eco Plus,209,1,3,0,3,3,0,1,3,1,2,3,1,3,3,0,2.0,neutral or dissatisfied
15061,Female,Loyal Customer,48,Personal Travel,Eco,576,4,4,4,3,5,4,5,5,5,4,5,4,5,4,0,0.0,neutral or dissatisfied
74676,Female,Loyal Customer,43,Personal Travel,Eco,1171,3,5,3,4,4,3,5,4,4,3,4,5,4,3,9,0.0,neutral or dissatisfied
14593,Male,Loyal Customer,31,Personal Travel,Eco,1021,2,2,3,4,3,3,3,3,3,1,4,1,3,3,100,116.0,neutral or dissatisfied
15630,Female,Loyal Customer,30,Personal Travel,Eco,228,2,5,2,3,5,2,1,5,3,2,4,4,4,5,39,27.0,neutral or dissatisfied
8706,Female,Loyal Customer,55,Personal Travel,Eco,280,3,5,3,2,3,5,4,1,1,3,1,4,1,4,0,6.0,neutral or dissatisfied
113547,Male,Loyal Customer,40,Business travel,Business,3584,1,5,5,5,1,3,2,1,1,1,1,3,1,1,118,131.0,neutral or dissatisfied
68628,Male,disloyal Customer,24,Business travel,Eco,175,2,0,2,3,5,2,5,5,3,4,5,3,5,5,0,2.0,neutral or dissatisfied
18408,Male,disloyal Customer,27,Business travel,Business,284,3,3,3,1,1,3,1,1,4,3,1,3,1,1,0,0.0,neutral or dissatisfied
3465,Male,Loyal Customer,36,Personal Travel,Eco Plus,240,1,4,0,2,5,0,5,5,3,3,4,3,4,5,0,0.0,neutral or dissatisfied
1989,Female,Loyal Customer,39,Personal Travel,Eco,383,3,4,3,3,4,3,4,4,4,5,5,5,2,4,9,1.0,neutral or dissatisfied
116459,Female,Loyal Customer,10,Personal Travel,Eco,296,1,5,1,3,1,2,2,3,5,4,4,2,5,2,252,255.0,neutral or dissatisfied
23387,Female,disloyal Customer,24,Business travel,Eco,300,4,3,4,3,4,4,4,4,3,4,3,1,5,4,0,0.0,neutral or dissatisfied
110255,Female,Loyal Customer,20,Personal Travel,Eco Plus,1024,2,1,2,3,3,2,3,3,3,3,2,3,2,3,4,18.0,neutral or dissatisfied
5973,Female,Loyal Customer,24,Personal Travel,Business,690,1,1,1,3,1,1,1,1,2,2,2,3,3,1,0,0.0,neutral or dissatisfied
26514,Female,disloyal Customer,24,Business travel,Eco,990,2,2,2,3,1,2,1,1,3,3,5,3,5,1,0,0.0,neutral or dissatisfied
13828,Female,Loyal Customer,49,Business travel,Eco,594,3,4,4,4,4,4,3,3,3,3,3,4,3,2,89,77.0,neutral or dissatisfied
100224,Male,disloyal Customer,25,Business travel,Eco,1053,3,4,4,3,3,4,3,3,5,2,5,5,4,3,0,0.0,neutral or dissatisfied
85777,Male,Loyal Customer,67,Business travel,Eco,666,3,3,3,3,3,3,3,2,3,4,3,3,4,3,149,132.0,neutral or dissatisfied
36488,Female,Loyal Customer,36,Personal Travel,Business,1237,1,5,1,4,2,3,5,4,4,1,4,4,4,5,42,51.0,neutral or dissatisfied
110382,Female,Loyal Customer,28,Business travel,Eco,883,3,2,2,2,3,2,3,3,2,1,4,4,4,3,17,27.0,neutral or dissatisfied
71100,Male,Loyal Customer,63,Personal Travel,Eco Plus,802,2,2,2,3,4,2,4,4,2,3,2,4,3,4,12,0.0,neutral or dissatisfied
28748,Female,Loyal Customer,30,Business travel,Business,2901,1,5,5,5,1,1,1,1,1,5,3,4,3,1,0,0.0,neutral or dissatisfied
20405,Male,Loyal Customer,40,Personal Travel,Eco Plus,588,2,5,2,2,2,2,2,2,4,5,4,4,5,2,0,0.0,neutral or dissatisfied
22094,Male,Loyal Customer,56,Business travel,Business,782,3,2,4,4,1,3,3,3,3,3,3,1,3,4,0,17.0,neutral or dissatisfied
4513,Male,Loyal Customer,17,Personal Travel,Eco,435,1,3,1,3,5,1,1,5,2,1,4,2,3,5,0,0.0,neutral or dissatisfied
126483,Male,Loyal Customer,30,Business travel,Business,1849,1,2,2,2,1,1,1,1,2,5,2,4,4,1,0,0.0,neutral or dissatisfied
50837,Male,Loyal Customer,51,Personal Travel,Eco,308,3,5,5,3,4,5,3,4,1,4,5,2,3,4,0,0.0,neutral or dissatisfied
120047,Male,disloyal Customer,20,Business travel,Eco,356,2,0,2,5,1,2,1,1,4,4,5,4,5,1,0,7.0,neutral or dissatisfied
5753,Male,disloyal Customer,48,Business travel,Business,859,1,1,1,2,4,1,4,4,4,5,5,5,4,4,0,20.0,neutral or dissatisfied
28664,Female,Loyal Customer,48,Personal Travel,Eco,2541,3,5,3,2,3,5,4,4,4,3,4,5,4,3,41,9.0,neutral or dissatisfied
68697,Male,Loyal Customer,16,Personal Travel,Eco,237,3,3,0,3,1,0,1,1,4,3,4,3,4,1,0,2.0,neutral or dissatisfied
31786,Male,Loyal Customer,41,Personal Travel,Eco Plus,602,2,2,2,3,2,2,4,2,1,4,4,3,3,2,0,0.0,neutral or dissatisfied
95497,Female,Loyal Customer,36,Business travel,Eco Plus,239,3,1,1,1,3,3,3,3,2,2,4,2,4,3,14,12.0,neutral or dissatisfied
95135,Male,Loyal Customer,29,Personal Travel,Eco,148,3,4,3,3,1,3,1,1,3,5,5,5,4,1,4,0.0,neutral or dissatisfied
82105,Female,Loyal Customer,25,Personal Travel,Eco,1298,2,4,1,3,3,1,3,3,3,3,3,4,4,3,0,0.0,neutral or dissatisfied
31426,Male,Loyal Customer,11,Personal Travel,Eco,1546,4,5,4,3,4,4,4,4,3,3,4,4,4,4,0,0.0,neutral or dissatisfied
52187,Female,Loyal Customer,39,Business travel,Business,598,4,4,4,4,3,4,1,4,4,4,4,3,4,1,0,2.0,neutral or dissatisfied
120575,Male,Loyal Customer,69,Personal Travel,Eco Plus,2176,2,2,2,3,4,2,4,4,3,4,4,2,3,4,58,89.0,neutral or dissatisfied
123283,Male,Loyal Customer,15,Personal Travel,Eco,650,1,3,1,3,3,1,1,3,2,5,3,3,3,3,128,127.0,neutral or dissatisfied
79182,Female,Loyal Customer,66,Personal Travel,Eco,2422,1,5,1,2,1,3,3,3,5,4,4,3,5,3,13,6.0,neutral or dissatisfied
76660,Female,Loyal Customer,7,Personal Travel,Eco,547,3,2,3,4,4,3,4,4,3,5,3,2,4,4,28,28.0,neutral or dissatisfied
88665,Female,Loyal Customer,10,Personal Travel,Eco,406,4,4,4,3,1,4,1,1,5,3,4,5,5,1,0,9.0,neutral or dissatisfied
9509,Female,Loyal Customer,24,Personal Travel,Eco,239,1,5,1,4,4,1,4,4,5,4,5,4,4,4,32,20.0,neutral or dissatisfied
53551,Female,disloyal Customer,48,Business travel,Eco,960,2,2,2,1,3,2,2,3,1,4,5,5,5,3,32,2.0,neutral or dissatisfied
102707,Female,disloyal Customer,35,Business travel,Eco,601,2,0,2,3,2,2,2,2,4,2,3,5,1,2,0,0.0,neutral or dissatisfied
123594,Female,Loyal Customer,22,Personal Travel,Eco,1773,2,1,2,2,3,2,3,3,1,3,2,3,2,3,0,0.0,neutral or dissatisfied
65465,Female,Loyal Customer,50,Business travel,Eco,1303,1,2,3,3,4,4,3,1,1,1,1,1,1,3,0,0.0,neutral or dissatisfied
99554,Female,Loyal Customer,36,Business travel,Business,802,2,5,5,5,5,4,3,2,2,2,2,4,2,2,36,30.0,neutral or dissatisfied
35137,Female,disloyal Customer,25,Business travel,Eco,1069,2,2,2,1,2,2,1,2,3,3,3,4,4,2,92,57.0,neutral or dissatisfied
107570,Female,Loyal Customer,25,Personal Travel,Eco,1521,3,1,3,4,1,3,2,1,2,3,4,4,4,1,44,28.0,neutral or dissatisfied
30563,Male,disloyal Customer,51,Business travel,Eco,628,2,0,2,1,4,2,4,4,3,2,1,1,2,4,8,0.0,neutral or dissatisfied
44256,Male,disloyal Customer,19,Business travel,Eco,359,3,1,2,4,3,2,3,3,1,5,4,3,4,3,0,0.0,neutral or dissatisfied
48755,Male,disloyal Customer,33,Business travel,Business,373,4,4,4,4,5,4,5,5,1,3,3,3,4,5,0,3.0,neutral or dissatisfied
7212,Female,Loyal Customer,72,Business travel,Business,139,1,4,4,4,2,2,1,2,2,2,1,2,2,3,0,0.0,neutral or dissatisfied
68194,Male,Loyal Customer,41,Personal Travel,Eco Plus,603,3,4,3,4,5,3,4,5,5,5,5,3,5,5,0,1.0,neutral or dissatisfied
4871,Female,Loyal Customer,24,Personal Travel,Eco,408,1,4,1,2,3,1,3,3,2,3,5,5,2,3,0,0.0,neutral or dissatisfied
75916,Female,Loyal Customer,61,Personal Travel,Eco,597,3,5,3,5,1,5,5,5,5,3,5,4,5,5,19,7.0,neutral or dissatisfied
61652,Male,Loyal Customer,30,Business travel,Business,1379,4,2,2,2,4,4,4,4,1,2,3,4,4,4,0,0.0,neutral or dissatisfied
102902,Male,Loyal Customer,32,Personal Travel,Eco,1037,2,4,2,4,2,2,2,2,5,2,5,4,5,2,13,14.0,neutral or dissatisfied
45365,Female,Loyal Customer,34,Personal Travel,Eco,222,3,1,3,4,4,3,4,4,4,2,3,3,4,4,0,0.0,neutral or dissatisfied
44448,Female,disloyal Customer,23,Business travel,Eco,1203,3,3,3,4,4,3,4,4,1,3,3,1,4,4,0,6.0,neutral or dissatisfied
15760,Male,Loyal Customer,18,Personal Travel,Eco,544,2,5,4,2,4,4,4,4,4,4,2,2,2,4,58,30.0,neutral or dissatisfied
106420,Male,Loyal Customer,24,Personal Travel,Eco,551,3,2,3,3,5,3,4,5,2,1,3,3,3,5,10,8.0,neutral or dissatisfied
99643,Female,Loyal Customer,12,Business travel,Business,1670,3,1,1,1,3,3,3,3,2,4,2,2,4,3,12,6.0,neutral or dissatisfied
127712,Male,Loyal Customer,56,Personal Travel,Business,601,1,4,1,3,2,1,1,4,4,1,4,3,4,1,13,12.0,neutral or dissatisfied
703,Male,disloyal Customer,50,Business travel,Business,134,2,2,2,3,4,2,4,4,5,5,4,5,4,4,15,43.0,neutral or dissatisfied
70911,Female,Loyal Customer,27,Personal Travel,Eco Plus,1721,1,4,1,4,1,1,5,1,2,2,2,4,3,1,3,16.0,neutral or dissatisfied
32907,Male,Loyal Customer,48,Personal Travel,Eco,101,2,4,2,4,4,2,4,4,3,4,4,3,4,4,0,0.0,neutral or dissatisfied
13410,Female,disloyal Customer,35,Business travel,Eco,409,1,0,1,2,5,1,4,5,1,3,4,3,4,5,109,108.0,neutral or dissatisfied
99510,Male,Loyal Customer,33,Personal Travel,Eco,283,4,5,2,3,1,2,1,1,5,4,4,5,4,1,0,0.0,neutral or dissatisfied
63053,Female,Loyal Customer,11,Personal Travel,Eco,862,2,3,2,3,1,2,1,1,1,1,4,4,3,1,7,0.0,neutral or dissatisfied
18148,Male,disloyal Customer,27,Business travel,Business,229,2,2,2,1,4,2,4,4,1,3,1,5,1,4,0,0.0,neutral or dissatisfied
111230,Female,Loyal Customer,59,Personal Travel,Eco,1546,4,5,4,1,3,5,4,4,4,4,4,4,4,3,0,0.0,neutral or dissatisfied
12984,Male,disloyal Customer,37,Business travel,Eco,374,3,5,3,1,2,3,2,2,5,4,4,1,3,2,13,26.0,neutral or dissatisfied
113471,Male,Loyal Customer,47,Business travel,Eco,223,1,3,3,3,1,1,1,1,4,5,2,4,2,1,2,0.0,neutral or dissatisfied
2147,Female,Loyal Customer,22,Personal Travel,Eco Plus,404,2,5,2,2,3,2,3,3,5,4,4,3,5,3,7,8.0,neutral or dissatisfied
78007,Male,Loyal Customer,39,Business travel,Eco,214,3,3,3,3,3,3,3,3,2,3,3,4,3,3,0,0.0,neutral or dissatisfied
6236,Male,Loyal Customer,9,Business travel,Business,3488,2,1,1,1,2,2,2,2,4,1,3,3,4,2,85,106.0,neutral or dissatisfied
113635,Female,Loyal Customer,46,Personal Travel,Eco,226,3,4,3,3,5,5,4,4,4,3,4,3,4,5,0,0.0,neutral or dissatisfied
78440,Male,disloyal Customer,39,Business travel,Business,666,2,2,2,4,2,2,2,2,5,5,5,3,4,2,30,31.0,neutral or dissatisfied
32513,Female,Loyal Customer,47,Business travel,Eco,101,2,3,3,3,3,3,3,2,2,2,2,4,2,2,12,8.0,neutral or dissatisfied
93824,Male,Loyal Customer,47,Business travel,Eco,391,1,1,1,1,1,1,1,1,2,1,2,4,2,1,21,17.0,neutral or dissatisfied
103425,Female,Loyal Customer,12,Personal Travel,Eco,237,3,5,3,3,3,3,2,3,5,4,5,5,4,3,6,9.0,neutral or dissatisfied
112024,Male,Loyal Customer,48,Business travel,Eco,680,1,1,3,1,1,1,1,1,2,3,3,1,3,1,6,7.0,neutral or dissatisfied
87302,Female,Loyal Customer,21,Personal Travel,Eco,577,2,1,2,3,5,2,5,5,1,3,3,3,3,5,7,0.0,neutral or dissatisfied
8680,Female,Loyal Customer,24,Business travel,Business,1699,1,4,4,4,1,1,1,1,3,2,1,3,1,1,10,6.0,neutral or dissatisfied
125204,Female,Loyal Customer,51,Business travel,Eco,251,3,2,2,2,5,3,4,3,3,3,3,3,3,3,0,0.0,neutral or dissatisfied
36993,Male,Loyal Customer,38,Business travel,Business,899,1,4,4,4,5,3,2,1,1,1,1,3,1,3,0,0.0,neutral or dissatisfied
110461,Male,Loyal Customer,57,Personal Travel,Eco,919,2,4,2,3,4,2,4,4,3,5,3,2,4,4,8,9.0,neutral or dissatisfied
17995,Male,Loyal Customer,67,Business travel,Business,1650,3,4,4,4,5,1,1,3,3,2,3,4,3,3,47,38.0,neutral or dissatisfied
121595,Male,Loyal Customer,70,Personal Travel,Eco,912,2,5,2,5,5,2,4,5,3,5,4,4,5,5,0,0.0,neutral or dissatisfied
54855,Male,disloyal Customer,26,Business travel,Eco,862,4,4,4,4,2,4,4,2,3,1,4,2,3,2,23,12.0,neutral or dissatisfied
63444,Male,Loyal Customer,56,Personal Travel,Eco,337,3,5,3,3,3,3,4,3,3,2,4,3,4,3,0,0.0,neutral or dissatisfied
126348,Female,Loyal Customer,23,Personal Travel,Eco,468,3,2,3,2,5,3,5,5,1,4,2,1,3,5,4,0.0,neutral or dissatisfied
108137,Female,Loyal Customer,29,Business travel,Business,849,3,3,3,3,3,3,3,3,4,4,3,4,3,3,0,0.0,neutral or dissatisfied
57157,Male,Loyal Customer,32,Business travel,Business,1824,4,1,1,1,4,3,4,4,1,3,3,4,3,4,15,2.0,neutral or dissatisfied
99810,Male,Loyal Customer,54,Personal Travel,Eco,632,2,5,2,3,4,2,4,4,5,2,5,5,4,4,0,0.0,neutral or dissatisfied
25450,Female,Loyal Customer,35,Personal Travel,Eco,669,2,5,2,4,2,2,2,2,5,2,5,5,4,2,2,0.0,neutral or dissatisfied
34448,Male,Loyal Customer,73,Business travel,Business,3466,3,3,3,3,3,4,4,3,3,3,3,4,3,1,0,3.0,neutral or dissatisfied
26053,Female,Loyal Customer,21,Personal Travel,Eco,432,1,5,1,1,1,1,1,1,4,5,4,3,4,1,3,2.0,neutral or dissatisfied
21973,Female,Loyal Customer,34,Business travel,Eco,551,3,4,4,4,3,3,3,3,3,4,3,2,4,3,11,3.0,neutral or dissatisfied
115596,Female,Loyal Customer,35,Business travel,Business,3125,1,2,2,2,1,3,4,1,1,2,1,4,1,4,27,20.0,neutral or dissatisfied
37888,Female,Loyal Customer,59,Business travel,Business,937,1,3,3,3,5,2,3,1,1,1,1,3,1,2,0,0.0,neutral or dissatisfied
8295,Male,Loyal Customer,56,Personal Travel,Eco,125,4,4,4,4,2,4,2,2,5,5,2,4,4,2,0,0.0,neutral or dissatisfied
2591,Female,Loyal Customer,66,Personal Travel,Eco,227,4,4,4,2,3,5,4,4,4,4,4,4,4,3,15,27.0,neutral or dissatisfied
103772,Female,Loyal Customer,15,Personal Travel,Business,1072,2,5,2,4,5,2,5,5,5,5,4,5,5,5,0,0.0,neutral or dissatisfied
101590,Male,Loyal Customer,56,Personal Travel,Eco Plus,1099,4,5,4,3,1,4,1,1,4,4,5,3,1,1,0,0.0,neutral or dissatisfied
68660,Male,Loyal Customer,74,Business travel,Business,1561,4,5,5,5,4,3,3,4,4,4,4,2,4,1,0,0.0,neutral or dissatisfied
23927,Female,Loyal Customer,23,Personal Travel,Eco,589,2,2,2,4,5,2,5,5,1,5,3,1,3,5,0,0.0,neutral or dissatisfied
73197,Male,Loyal Customer,22,Business travel,Business,1258,2,1,1,1,2,2,2,2,1,4,4,3,4,2,0,0.0,neutral or dissatisfied
13277,Female,Loyal Customer,66,Personal Travel,Eco,657,3,1,3,3,2,4,4,1,1,3,1,2,1,4,0,0.0,neutral or dissatisfied
55714,Female,Loyal Customer,43,Personal Travel,Eco,1062,4,5,4,4,2,4,4,2,2,4,2,5,2,5,1,12.0,neutral or dissatisfied
113625,Female,Loyal Customer,49,Personal Travel,Eco,258,1,3,1,5,3,5,1,1,1,1,1,1,1,2,39,37.0,neutral or dissatisfied
110622,Male,Loyal Customer,40,Business travel,Business,719,3,3,3,3,3,3,2,3,3,3,3,3,3,1,67,62.0,neutral or dissatisfied
7521,Male,disloyal Customer,29,Business travel,Business,762,1,1,1,1,3,1,3,3,4,2,4,5,4,3,0,0.0,neutral or dissatisfied
2750,Female,Loyal Customer,38,Business travel,Business,2597,3,4,4,4,4,3,3,3,3,3,3,1,3,4,0,11.0,neutral or dissatisfied
114554,Female,Loyal Customer,15,Personal Travel,Business,417,4,5,4,4,1,4,1,1,4,3,3,2,4,1,8,7.0,neutral or dissatisfied
78066,Female,Loyal Customer,68,Personal Travel,Eco,106,2,4,0,3,5,4,4,2,2,0,2,5,2,3,0,0.0,neutral or dissatisfied
129853,Female,Loyal Customer,30,Personal Travel,Eco,447,1,2,1,4,1,4,4,3,3,4,4,4,3,4,145,138.0,neutral or dissatisfied
26855,Male,Loyal Customer,42,Personal Travel,Eco,224,3,4,0,2,2,0,2,2,3,5,4,5,4,2,0,0.0,neutral or dissatisfied
34293,Male,Loyal Customer,23,Business travel,Business,280,3,4,4,4,3,3,3,3,3,4,1,2,2,3,0,0.0,neutral or dissatisfied
55990,Female,disloyal Customer,19,Business travel,Eco,834,1,1,1,3,1,3,3,1,2,2,2,3,1,3,0,13.0,neutral or dissatisfied
69130,Male,Loyal Customer,27,Personal Travel,Eco,1598,4,2,3,4,2,3,2,2,3,2,2,3,3,2,0,0.0,neutral or dissatisfied
45183,Male,Loyal Customer,66,Business travel,Eco Plus,174,2,4,4,4,2,2,2,2,2,2,4,2,4,2,0,0.0,neutral or dissatisfied
83112,Female,Loyal Customer,18,Personal Travel,Eco,1127,2,5,2,3,3,2,3,3,4,4,4,3,5,3,0,0.0,neutral or dissatisfied
126570,Male,Loyal Customer,32,Business travel,Eco,1558,1,5,5,5,1,1,1,1,2,1,3,1,3,1,0,0.0,neutral or dissatisfied
71879,Male,Loyal Customer,9,Personal Travel,Eco,1744,1,5,1,2,2,1,2,2,3,4,3,5,5,2,0,0.0,neutral or dissatisfied
91259,Male,Loyal Customer,63,Personal Travel,Eco,515,2,5,2,2,1,2,1,1,4,4,5,5,5,1,0,0.0,neutral or dissatisfied
88344,Male,Loyal Customer,48,Business travel,Eco,271,3,1,1,1,3,3,3,3,2,5,3,2,3,3,0,0.0,neutral or dissatisfied
55911,Female,Loyal Customer,59,Personal Travel,Eco,733,3,2,3,3,3,3,3,4,4,3,4,4,4,1,0,0.0,neutral or dissatisfied
86191,Female,Loyal Customer,46,Business travel,Business,3109,2,2,2,2,5,2,3,2,2,2,2,2,2,4,0,0.0,neutral or dissatisfied
128912,Male,Loyal Customer,62,Personal Travel,Eco,2248,4,4,4,4,2,4,2,2,2,5,3,4,5,2,56,34.0,neutral or dissatisfied
21636,Female,Loyal Customer,10,Personal Travel,Eco,780,3,5,3,3,3,3,3,3,5,4,4,5,5,3,9,10.0,neutral or dissatisfied
2595,Male,Loyal Customer,50,Personal Travel,Eco,227,3,5,3,3,5,3,3,5,4,5,5,5,4,5,0,0.0,neutral or dissatisfied
116398,Female,Loyal Customer,21,Personal Travel,Eco,358,1,4,1,2,4,1,4,4,4,2,4,5,5,4,39,40.0,neutral or dissatisfied
12186,Female,Loyal Customer,37,Personal Travel,Eco,986,3,4,3,3,4,3,4,4,5,5,5,4,5,4,9,0.0,neutral or dissatisfied
97269,Male,Loyal Customer,23,Personal Travel,Eco,296,2,5,2,4,1,2,1,1,3,3,5,3,5,1,18,5.0,neutral or dissatisfied
70876,Female,Loyal Customer,44,Personal Travel,Eco,761,2,1,2,2,1,2,2,5,5,2,5,3,5,4,0,0.0,neutral or dissatisfied
77751,Male,disloyal Customer,40,Business travel,Eco,413,1,0,1,1,5,1,1,5,3,2,2,2,1,5,0,0.0,neutral or dissatisfied
22070,Male,Loyal Customer,45,Personal Travel,Eco,304,2,5,2,4,3,2,2,3,3,2,4,4,5,3,0,0.0,neutral or dissatisfied
82111,Male,Loyal Customer,15,Personal Travel,Eco,1276,1,3,1,2,2,1,2,2,4,4,3,3,4,2,0,0.0,neutral or dissatisfied
